name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price,max_torque,at_rpm
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2014,15000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 ,74 ,5.0,570000,190Nm, 2000rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2017,60000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 ,74.02 ,5.0,699000,190Nm, 2000rpm
Honda Brio Exclusive Edition,Honda,Honda Brio Exclusive,2013,80000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 ,86.8 ,5.0,355000,109Nm, 4500rpm
Maruti Swift Dzire VDI Optional,Maruti,Maruti Swift Dzire,2016,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 ,74 ,5.0,690000,190Nm, 2000rpm
Ford Fiesta 1.4 Duratorq ZXI,Ford,Ford Fiesta 1.4,2006,114321,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 ,68 ,5.0,180000,16.3," 2,000(kgm@ rpm)"
Tata Indica Vista TDI LX,Tata,Tata Indica Vista,2013,120000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 ,70 ,5.0,200000,135.4Nm, 2500rpm
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,Mahindra,Mahindra Scorpio VLX,2012,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 ,120 ,8.0,575000,290Nm, 1800-2800rpm
Toyota Etios Liva GD,Toyota,Toyota Etios Liva,2014,146000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.06 ,5.0,415000,170Nm, 1800-2400rpm
Hyundai i10 Magna LPG,Hyundai,Hyundai i10 Magna,2012,30000,LPG,Individual,Manual,First Owner,19.2 km/kg,1086 ,68.05 ,5.0,350000,99.04Nm, 4500rpm
Hyundai EON D Lite Plus,Hyundai,Hyundai EON D,2017,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,350000,74.5Nm, 4000rpm
Toyota Platinum Etios 1.4 GD,Toyota,Toyota Platinum Etios,2017,150000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.05 ,5.0,632000,170Nm, 1800-2400rpm
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,Maruti Eeco CNG,2014,70000,CNG,Individual,Manual,Second Owner,21.94 km/kg,1196 ,61.7 ,5.0,325000,85Nm, 3000rpm
Hyundai Elantra SX,Hyundai,Hyundai Elantra SX,2013,90000,Petrol,Individual,Manual,Second Owner,16.3 kmpl,1797 ,147.5 ,5.0,511000,177.5Nm, 4700rpm
Honda City 1.5 V MT,Honda,Honda City 1.5,2010,100000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 ,118 ,5.0,300000,146Nm ,t 4800 rpm
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2005,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 ,67.1 ,5.0,70000,90Nm, 3500rpm
Hyundai i10 Sportz 1.1L,Hyundai,Hyundai i10 Sportz,2008,100000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 ,68.05 ,5.0,180000,99.04Nm, 4500rpm
Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,Jaguar XE 2016-2019,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 ,177 ,5.0,2711000,430Nm, 1750-2500rpm
Lexus ES 300h,Lexus,Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 ,214.56 ,5.0,5150000,202Nm, 3600-5200rpm
Jaguar XF 2.0 Diesel Portfolio,Jaguar,Jaguar XF 2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 ,177 ,5.0,3200000,430Nm, 1750-2500rpm
Tata Safari Storme EX,Tata,Tata Safari Storme,2015,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 ,147.94 ,7.0,503000,320Nm, 1500-3000rpm
Volvo XC40 D4 Inscription BSIV,Volvo,Volvo XC40 D4,2019,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 ,190 ,5.0,3800000,400Nm,
Toyota Camry 2.5 Hybrid,Toyota,Toyota Camry 2.5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 ,157.7 ,5.0,2000000,213Nm, 4500rpm
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 ,67.05 ,5.0,225000,90Nm, 3500rpm
Maruti Baleno Alpha 1.3,Maruti,Maruti Baleno Alpha,2018,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 ,74 ,5.0,740000,190Nm, 2000rpm
Honda Jazz VX,Honda,Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 ,88.7 ,5.0,550000,110Nm, 4800rpm
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 ,100.6 ,7.0,750000,200Nm, 1200-3600rpm
Maruti Swift AMT VVT VXI,Maruti,Maruti Swift AMT,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 ,81.80 ,5.0,650000,113Nm, 4200rpm
Toyota Etios VX,Toyota,Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 ,88.73 ,5.0,625000,132Nm, 3000rpm
Maruti Swift AMT ZXI,Maruti,Maruti Swift AMT,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 ,81.80 ,5.0,600000,113Nm, 4200rpm
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Hyundai Grand i10,2017,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 ,73.97 ,5.0,450000,190.24nm, 1750-2250rpm
BMW X4 M Sport X xDrive20d,BMW,BMW X4 M,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 ,190 ,5.0,5400000,400Nm, 1750-2500rpm
BMW X4 M Sport X xDrive20d,BMW,BMW X4 M,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 ,190 ,5.0,5500000,400Nm, 1750-2500rpm
Honda Amaze V CVT Petrol BSIV,Honda,Honda Amaze V,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 ,88.76 ,5.0,779000,110Nm, 4800rpm
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Skoda Rapid 1.6,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 ,103.5 ,5.0,645000,153Nm, 3800rpm
Volvo V40 D3 R-Design,Volvo,Volvo V40 D3,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 ,150 ,5.0,2475000,350Nm, 1500-2750rpm
Hyundai i20 1.2 Asta,Hyundai,Hyundai i20 1.2,2017,37333,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,730000,114.7Nm, 4000rpm
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2014,15000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 ,88.76 ,7.0,450000,200Nm, 1750rpm
Hyundai Sonata 2.4 GDi MT,Hyundai,Hyundai Sonata 2.4,2012,330000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 ,198.25 ,5.0,550000,250Nm, 4250rpm
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2017,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 ,58.16 ,5.0,420000,77Nm, 3500rpm
Toyota Etios GD,Toyota,Toyota Etios GD,2016,80000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 ,67.05 ,5.0,509999,170Nm, 1800-2400rpm
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2015,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 ,100.6 ,7.0,905000,200Nm, 1400-3400rpm
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2010,134000,Diesel,Individual,Manual,Second Owner,,,,,240000,,
Maruti Alto LX,Maruti,Maruti Alto LX,2011,72000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 ,46.3 ,5.0,140000,62Nm, 3000rpm
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Toyota Innova 2.5,2006,140000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 ,102 ,8.0,300000,20.4, 1400-3400(kgm@ rpm)
Maruti Ritz LXi,Maruti,Maruti Ritz LXi,2015,80000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 ,85.80 ,5.0,300000,114Nm, 4000rpm
Maruti Swift Dzire VDi,Maruti,Maruti Swift Dzire,2010,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 ,73.9 ,5.0,225000,190Nm, 2000rpm
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Toyota Innova 2.5,2015,90000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 ,100.6 ,8.0,860000,200Nm, 1400-3400rpm
Renault Duster 85PS Diesel RxL Optional,Renault,Renault Duster 85PS,2012,100000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 ,83.8 ,5.0,400000,200Nm, 1900rpm
Maruti Swift Dzire LXi,Maruti,Maruti Swift Dzire,2009,90000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 ,85.8 ,5.0,190000,114Nm, 4000rpm
Honda Amaze VX i-DTEC,Honda,Honda Amaze VX,2013,140000,Diesel,Individual,Manual,Third Owner,25.8 kmpl,1498 ,98.6 ,5.0,350000,200Nm, 1750rpm
Chevrolet Spark 1.0 LS,Chevrolet,Chevrolet Spark 1,2010,120000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 ,62 ,5.0,75000,90.3Nm, 4200rpm
Maruti Vitara Brezza VDi AMT,Maruti,Maruti Vitara Brezza,2019,35000,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,860000,200Nm, 1750rpm
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2014,50000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 ,67.05 ,5.0,250000,90Nm, 3500rpm
Hyundai Verna 1.4 CRDi,Hyundai,Hyundai Verna 1.4,2017,82000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 ,88.7 ,5.0,700000,219.7Nm, 1750-2750rpm
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2014,70000,Diesel,Individual,Manual,Third Owner,25.2 kmpl,1248 ,74 ,5.0,399000,190Nm, 2000rpm
Maruti Ritz LXi,Maruti,Maruti Ritz LXi,2016,90000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 ,85.80 ,5.0,320000,114Nm, 4000rpm
Toyota Fortuner 4x2 AT,Toyota,Toyota Fortuner 4x2,2015,60000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 ,168.5 ,7.0,2000000,360Nm, 1400-3200rpm
Skoda Octavia Ambition 2.0 TDI MT,Skoda,Skoda Octavia Ambition,2014,79000,Diesel,Individual,Manual,Second Owner,20.6 kmpl,1968 ,141 ,5.0,1100000,320Nm, 1750-3000rpm
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Toyota Innova 2.5,2011,291000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 ,102 ,7.0,750000,20.4, 1400-3400(kgm@ rpm)
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Toyota Innova 2.5,2010,250000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 ,102 ,7.0,750000,20.4, 1400-3400(kgm@ rpm)
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,Mahindra,Mahindra Bolero 2011-2019,2018,20000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 ,63 ,9.0,530000,180Nm, 1440-1500rpm
Maruti Ciaz ZDi Plus SHVS,Maruti,Maruti Ciaz ZDi,2017,53000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 ,88.5 ,5.0,750000,200Nm, 1750rpm
Nissan Micra XV CVT,Nissan,Nissan Micra XV,2017,21500,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 ,76 ,5.0,560000,104Nm, 4400rpm
Tata Tiago 1.05 Revotorq XZ WO Alloy,Tata,Tata Tiago 1.05,2017,89000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 ,69 ,5.0,450000,140Nm, 1800-3000rpm
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2013,35000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 ,85.8 ,5.0,459999,114Nm, 4000rpm
Maruti Zen Estilo LXI BS IV,Maruti,Maruti Zen Estilo,2013,43000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 ,67.1 ,5.0,235000,90Nm, 3500rpm
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2009,80000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 ,62.1 ,5.0,180000,96.1Nm, 3000rpm
Hyundai Santro Xing XS,Hyundai,Hyundai Santro Xing,2007,80000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 ,63 ,5.0,140000,9.8," 3,000(kgm@ rpm)"
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyundai i20 Asta,2014,110000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,620000,219.7Nm, 1500-2750rpm
Hyundai EON Era,Hyundai,Hyundai EON Era,2012,100000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,190000,74.5Nm, 4000rpm
Hyundai EON Sportz,Hyundai,Hyundai EON Sportz,2018,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,380000,74.5Nm, 4000rpm
Ford EcoSport S Diesel BSIV,Ford,Ford EcoSport S,2019,20000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 ,98.96 ,5.0,1145000,205Nm, 1750-3250rpm
Tata Zest Quadrajet 1.3 75PS XE,Tata,Tata Zest Quadrajet,2017,70000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 ,74 ,5.0,540000,190Nm, 1750-3000rpm
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Toyota Innova 2.5,2011,197000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 ,102 ,7.0,800000,20.4, 1400-3400(kgm@ rpm)
Maruti Wagon R LXI BSIII,Maruti,Maruti Wagon R,2006,100000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1061 ,64 ,5.0,150000,8.6," 3,500(kgm@ rpm)"
Maruti 800 Std,Maruti,Maruti 800 Std,1995,70000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 ,37 ,4.0,55000,59Nm, 2500rpm
Mahindra XUV500 W10 2WD,Mahindra,Mahindra XUV500 W10,2015,140000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 ,140 ,7.0,919999,330Nm, 1600-2800rpm
Maruti Esteem LX,Maruti,Maruti Esteem LX,2008,86000,Petrol,Individual,Manual,Second Owner,,,,,75000,,
Maruti Alto LXi BSIII,Maruti,Maruti Alto LXi,2009,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 ,46.3 ,5.0,135000,62Nm, 3000rpm
Tata Tiago 1.2 Revotron XZ,Tata,Tata Tiago 1.2,2017,40300,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 ,84 ,5.0,340000,114Nm, 3500rpm
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Toyota Innova 2.5,2010,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 ,102 ,8.0,525000,20.4, 1400-3400(kgm@ rpm)
Maruti Celerio VXI,Maruti,Maruti Celerio VXI,2016,25000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 ,67.04 ,5.0,411000,90Nm, 3500rpm
Maruti Wagon R LXI Minor,Maruti,Maruti Wagon R,2010,155000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 ,67.1 ,5.0,150000,90Nm, 3500rpm
Honda Jazz 1.2 V AT i VTEC,Honda,Honda Jazz 1.2,2015,50000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 ,88.7 ,5.0,575000,110Nm, 4800rpm
Hyundai i20 Asta Option 1.2,Hyundai,Hyundai i20 Asta,2017,30030,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,595000,114.7Nm, 4000rpm
Hyundai Xcent 1.2 Kappa SX Option,Hyundai,Hyundai Xcent 1.2,2017,29029,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 ,82 ,5.0,525000,114Nm, 4000rpm
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2012,72072,Diesel,Dealer,Manual,First Owner,21.1 kmpl,1248 ,73.9 ,5.0,335000,113Nm, 4500rpm
Ford Figo Diesel EXI,Ford,Ford Figo Diesel,2012,54000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 ,68 ,5.0,300000,160Nm, 2000rpm
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,Hyundai,Hyundai i20 2015-2017,2012,82082,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,415000,219.7Nm, 1500-2750rpm
Mahindra XUV500 W8 2WD,Mahindra,Mahindra XUV500 W8,2016,48000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,2179 ,140 ,7.0,925000,330Nm, 1600-2800rpm
Maruti Ertiga BSIV ZXI Plus,Maruti,Maruti Ertiga BSIV,2016,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 ,91.1 ,7.0,750000,130Nm, 4000rpm
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,Hyundai Verna CRDi,2018,49000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 ,126.2 ,5.0,1150000,259.87nm, 1500-3000rpm
Datsun GO Plus T BSIV,Datsun,Datsun GO Plus,2015,35000,Petrol,Individual,Manual,Third Owner,19.44 kmpl,1198 ,67 ,7.0,260000,104Nm, 4000rpm
Maruti Alto 800 CNG LXI,Maruti,Maruti Alto 800,2017,67000,CNG,Individual,Manual,First Owner,33.44 km/kg,796 ,40.3 ,4.0,260000,60Nm, 3500rpm
Maruti Swift Dzire Vdi BSIV,Maruti,Maruti Swift Dzire,2011,80600,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 ,73.9 ,5.0,347000,190Nm, 2000rpm
Hyundai EON Magna Optional,Hyundai,Hyundai EON Magna,2013,58609,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 ,55.2 ,5.0,195000,74.5Nm, 4000rpm
Fiat Punto Pure 1.2L FIRE,Fiat,Fiat Punto Pure,2016,33003,Petrol,Individual,Manual,First Owner,15.7 kmpl,1172 ,67 ,5.0,265000,96Nm, 2500rpm
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2016,43000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 ,58.16 ,5.0,320000,77Nm, 3500rpm
Hyundai i20 Magna 1.2,Hyundai,Hyundai i20 Magna,2016,16500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,590000,114.7Nm, 4000rpm
Toyota Innova 2.5 GX 8 STR BSIV,Toyota,Toyota Innova 2.5,2012,138000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 ,102 ,8.0,650000,20.4, 1400-3400(kgm@ rpm)
Mahindra Scorpio 2009-2014 EX 9S BSIII,Mahindra,Mahindra Scorpio 2009-2014,2013,165500,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 ,75 ,9.0,509999,200Nm, 1400-2200rpm
Maruti Swift Dzire ZDi,Maruti,Maruti Swift Dzire,2011,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 ,73.9 ,5.0,350000,190Nm, 2000rpm
Tata Nexon 1.5 Revotorq XM,Tata,Tata Nexon 1.5,2018,30000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 ,108.5 ,5.0,749000,260Nm, 1500-2750rpm
Tata Indigo CS LS (TDI) BS III,Tata,Tata Indigo CS,2010,70000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 ,69 ,5.0,150000,135Nm, 2500rpm
Hyundai Santro LE,Hyundai,Hyundai Santro LE,2001,80000,Petrol,Individual,Manual,Second Owner,,,,,33983,,
Maruti Zen LX,Maruti,Maruti Zen LX,2003,170000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 ,60 ,5.0,58000,78Nm, 4500rpm
Mahindra Verito 1.5 D2 BSIV,Mahindra,Mahindra Verito 1.5,2011,120000,Diesel,Individual,Manual,Third Owner,21.0 kmpl,1461 ,64.1 ,5.0,200000,160Nm, 2000rpm
Mahindra Jeep MM 540,Mahindra,Mahindra Jeep MM,1998,47990,Diesel,Individual,Manual,Second Owner,,,,,210000,,
Tata Indica Vista Quadrajet LS,Tata,Tata Indica Vista,2014,168000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 ,74 ,5.0,240000,190Nm, 1750-3000rpm
Honda Amaze E i-DTEC,Honda,Honda Amaze E,2017,60000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 ,98.6 ,5.0,515000,200Nm, 1750rpm
Maruti Alto LXi,Maruti,Maruti Alto LXi,2008,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 ,46.3 ,5.0,145000,62Nm, 3000rpm
Maruti Wagon R VXI Optional,Maruti,Maruti Wagon R,2016,5800,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 ,67.04 ,5.0,450000,90Nm, 3500rpm
Maruti A-Star Lxi,Maruti,Maruti A-Star Lxi,2010,68700,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 ,66.1 ,5.0,179000,90Nm, 3500rpm
Hyundai Verna Xi (Petrol),Hyundai,Hyundai Verna Xi,2007,108000,Petrol,Individual,Manual,Third Owner,13.9 kmpl,1599 ,103.2 ,5.0,220000,14.9," 3,000(kgm@ rpm)"
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2020,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 ,88.7 ,5.0,500000,140Nm, 1500-4000rpm
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,Ford Fiesta Classic,2009,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 ,67 ,5.0,190000,160Nm, 2000rpm
Chevrolet Beat Diesel LT,Chevrolet,Chevrolet Beat Diesel,2015,40000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 ,56.3 ,5.0,200000,142.5Nm, 1750rpm
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2018,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 ,121.36 ,5.0,850000,150Nm, 4500rpm
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Volkswagen Polo Petrol,2011,60000,Petrol,Individual,Manual,Second Owner,16.47 kmpl,1198 ,73.9 ,5.0,270000,110Nm, 3750rpm
Hyundai EON Magna Plus,Hyundai,Hyundai EON Magna,2016,17000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,335000,74.5Nm, 4000rpm
Maruti Wagon R VXI Optional,Maruti,Maruti Wagon R,2018,5000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 ,67.04 ,5.0,459999,90Nm, 3500rpm
Maruti Vitara Brezza LDi Option,Maruti,Maruti Vitara Brezza,2017,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,710000,200Nm, 1750rpm
Maruti Swift Dzire LDI,Maruti,Maruti Swift Dzire,2015,140000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 ,74 ,5.0,330000,190Nm, 2000rpm
Jeep Compass 2.0 Limited,Jeep,Jeep Compass 2,2017,15000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 ,170 ,5.0,1515000,350Nm, 1750-2500rpm
Tata Nexon 1.2 Revotron XZ Plus,Tata,Tata Nexon 1.2,2018,25000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 ,108.5 ,5.0,750000,170Nm, 1750-4000rpm
Chevrolet Spark 1.0 LT,Chevrolet,Chevrolet Spark 1,2016,50000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,995 ,62.1 ,5.0,160000,90.3Nm, 4200rpm
Chevrolet Beat Diesel LT Option,Chevrolet,Chevrolet Beat Diesel,2016,60000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 ,56.3 ,5.0,215000,142.5Nm, 1750rpm
Tata Nano Cx BSIII,Tata,Tata Nano Cx,2012,40000,Petrol,Individual,Manual,Second Owner,25.4 kmpl,624 ,38 ,4.0,60000,51Nm, 4000+/-500rpm
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2014,72000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 ,85.8 ,5.0,480000,114Nm, 4000rpm
Tata Manza Aqua Quadrajet BS IV,Tata,Tata Manza Aqua,2012,195000,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 ,88.8 ,5.0,140000,200Nm, 1750-3000rpm
Hyundai EON D Lite,Hyundai,Hyundai EON D,2012,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,200000,74.5Nm, 4000rpm
Nissan Micra Diesel XL Optional,Nissan,Nissan Micra Diesel,2013,83000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 ,63.1 ,5.0,400000,160Nm, 2000rpm
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2012,100000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 ,55.2 ,5.0,180000,74.5Nm, 4000rpm
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2015,25000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 ,81.80 ,5.0,550000,113Nm, 4200rpm
Maruti Swift VDI Optional,Maruti,Maruti Swift VDI,2016,50000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 ,74 ,5.0,550000,190Nm, 2000rpm
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2012,67000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 ,88.76 ,7.0,550000,200Nm, 1750rpm
Maruti Zen Estilo VXI BSIV,Maruti,Maruti Zen Estilo,2011,30000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 ,67.1 ,5.0,270000,90Nm, 3500rpm
Renault Pulse RxL,Renault,Renault Pulse RxL,2013,85000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 ,63.12 ,5.0,315000,160Nm, 2000rpm
Mahindra Thar CRDe,Mahindra,Mahindra Thar CRDe,2018,25000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 ,105 ,6.0,875000,247Nm, 1800-2000rpm
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Toyota Innova 2.5,2007,170000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 ,102 ,8.0,400000,20.4, 1400-3400(kgm@ rpm)
Mahindra Scorpio EX,Mahindra,Mahindra Scorpio EX,2014,110000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 ,75 ,8.0,540000,200Nm, 1400-2200rpm
