name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2017,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,420000
Toyota Etios GD,Toyota,Toyota Etios GD,2016,80000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5,509999
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2015,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,905000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2010,134000,Diesel,Individual,Manual,Second Owner,,,,,,240000
Maruti Alto LX,Maruti,Maruti Alto LX,2011,72000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,140000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Toyota Innova 2.5,2006,140000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,300000
Maruti Ritz LXi,Maruti,Maruti Ritz LXi,2015,80000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,300000
Maruti Swift Dzire VDi,Maruti,Maruti Swift Dzire,2010,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,225000
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Toyota Innova 2.5,2015,90000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8,860000
Renault Duster 85PS Diesel RxL Optional,Renault,Renault Duster 85PS,2012,100000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,400000
Maruti Swift Dzire LXi,Maruti,Maruti Swift Dzire,2009,90000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,190000
Honda Amaze VX i-DTEC,Honda,Honda Amaze VX,2013,140000,Diesel,Individual,Manual,Third Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,350000
Chevrolet Spark 1.0 LS,Chevrolet,Chevrolet Spark 1,2010,120000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,75000
Maruti Vitara Brezza VDi AMT,Maruti,Maruti Vitara Brezza,2019,35000,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,860000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2014,50000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,250000
Hyundai Verna 1.4 CRDi,Hyundai,Hyundai Verna 1.4,2017,82000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5,700000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2014,70000,Diesel,Individual,Manual,Third Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,399000
Maruti Ritz LXi,Maruti,Maruti Ritz LXi,2016,90000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,320000
Toyota Fortuner 4x2 AT,Toyota,Toyota Fortuner 4x2,2015,60000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm,7,2000000
Skoda Octavia Ambition 2.0 TDI MT,Skoda,Skoda Octavia Ambition,2014,79000,Diesel,Individual,Manual,Second Owner,20.6 kmpl,1968 CC,141 bhp,320Nm@ 1750-3000rpm,5,1100000
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Toyota Innova 2.5,2011,291000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,750000
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Toyota Innova 2.5,2010,250000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,750000
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,Mahindra,Mahindra Bolero 2011-2019,2018,20000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,530000
Maruti Ciaz ZDi Plus SHVS,Maruti,Maruti Ciaz ZDi,2017,53000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,750000
Nissan Micra XV CVT,Nissan,Nissan Micra XV,2017,21500,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5,560000
Tata Tiago 1.05 Revotorq XZ WO Alloy,Tata,Tata Tiago 1.05,2017,89000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,450000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2013,35000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,459999
Maruti Zen Estilo LXI BS IV,Maruti,Maruti Zen Estilo,2013,43000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,235000
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2009,80000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,180000
Hyundai Santro Xing XS,Hyundai,Hyundai Santro Xing,2007,80000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5,140000
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyundai i20 Asta,2014,110000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,620000
Hyundai EON Era,Hyundai,Hyundai EON Era,2012,100000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,190000
Hyundai EON Sportz,Hyundai,Hyundai EON Sportz,2018,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,380000
Ford EcoSport S Diesel BSIV,Ford,Ford EcoSport S,2019,20000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,1145000
Tata Zest Quadrajet 1.3 75PS XE,Tata,Tata Zest Quadrajet,2017,70000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,540000
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Toyota Innova 2.5,2011,197000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,800000
Maruti Wagon R LXI BSIII,Maruti,Maruti Wagon R,2006,100000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5,150000
Maruti 800 Std,Maruti,Maruti 800 Std,1995,70000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,55000
Mahindra XUV500 W10 2WD,Mahindra,Mahindra XUV500 W10,2015,140000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,919999
Maruti Esteem LX,Maruti,Maruti Esteem LX,2008,86000,Petrol,Individual,Manual,Second Owner,,,,,,75000
Maruti Alto LXi BSIII,Maruti,Maruti Alto LXi,2009,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,135000
Tata Tiago 1.2 Revotron XZ,Tata,Tata Tiago 1.2,2017,40300,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,340000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Toyota Innova 2.5,2010,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,525000
Maruti Celerio VXI,Maruti,Maruti Celerio VXI,2016,25000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,411000
Maruti Wagon R LXI Minor,Maruti,Maruti Wagon R,2010,155000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,150000
Honda Jazz 1.2 V AT i VTEC,Honda,Honda Jazz 1.2,2015,50000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,575000
Hyundai i20 Asta Option 1.2,Hyundai,Hyundai i20 Asta,2017,30030,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,595000
Hyundai Xcent 1.2 Kappa SX Option,Hyundai,Hyundai Xcent 1.2,2017,29029,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,525000
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2012,72072,Diesel,Dealer,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,335000
Ford Figo Diesel EXI,Ford,Ford Figo Diesel,2012,54000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,300000
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,Hyundai,Hyundai i20 2015-2017,2012,82082,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,415000
Mahindra XUV500 W8 2WD,Mahindra,Mahindra XUV500 W8,2016,48000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,925000
Maruti Ertiga BSIV ZXI Plus,Maruti,Maruti Ertiga BSIV,2016,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7,750000
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,Hyundai Verna CRDi,2018,49000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5,1150000
Datsun GO Plus T BSIV,Datsun,Datsun GO Plus,2015,35000,Petrol,Individual,Manual,Third Owner,19.44 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7,260000
Maruti Alto 800 CNG LXI,Maruti,Maruti Alto 800,2017,67000,CNG,Individual,Manual,First Owner,33.44 km/kg,796 CC,40.3 bhp,60Nm@ 3500rpm,4,260000
Maruti Swift Dzire Vdi BSIV,Maruti,Maruti Swift Dzire,2011,80600,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,347000
Hyundai EON Magna Optional,Hyundai,Hyundai EON Magna,2013,58609,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,195000
Fiat Punto Pure 1.2L FIRE,Fiat,Fiat Punto Pure,2016,33003,Petrol,Individual,Manual,First Owner,15.7 kmpl,1172 CC,67 bhp,96Nm@ 2500rpm,5,265000
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2016,43000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,320000
Hyundai i20 Magna 1.2,Hyundai,Hyundai i20 Magna,2016,16500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,590000
Toyota Innova 2.5 GX 8 STR BSIV,Toyota,Toyota Innova 2.5,2012,138000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,650000
Mahindra Scorpio 2009-2014 EX 9S BSIII,Mahindra,Mahindra Scorpio 2009-2014,2013,165500,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,9,509999
Maruti Swift Dzire ZDi,Maruti,Maruti Swift Dzire,2011,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,350000
Tata Nexon 1.5 Revotorq XM,Tata,Tata Nexon 1.5,2018,30000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,749000
Tata Indigo CS LS (TDI) BS III,Tata,Tata Indigo CS,2010,70000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,150000
Hyundai Santro LE,Hyundai,Hyundai Santro LE,2001,80000,Petrol,Individual,Manual,Second Owner,,,,,,33983
Maruti Zen LX,Maruti,Maruti Zen LX,2003,170000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,58000
Mahindra Verito 1.5 D2 BSIV,Mahindra,Mahindra Verito 1.5,2011,120000,Diesel,Individual,Manual,Third Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5,200000
Mahindra Jeep MM 540,Mahindra,Mahindra Jeep MM,1998,47990,Diesel,Individual,Manual,Second Owner,,,,,,210000
Tata Indica Vista Quadrajet LS,Tata,Tata Indica Vista,2014,168000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,240000
Honda Amaze E i-DTEC,Honda,Honda Amaze E,2017,60000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,515000
Maruti Alto LXi,Maruti,Maruti Alto LXi,2008,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,145000
Maruti Wagon R VXI Optional,Maruti,Maruti Wagon R,2016,5800,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,450000
Maruti A-Star Lxi,Maruti,Maruti A-Star Lxi,2010,68700,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,179000
Hyundai Verna Xi (Petrol),Hyundai,Hyundai Verna Xi,2007,108000,Petrol,Individual,Manual,Third Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,220000
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2020,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,500000
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,Ford Fiesta Classic,2009,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5,190000
Chevrolet Beat Diesel LT,Chevrolet,Chevrolet Beat Diesel,2015,40000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,200000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2018,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5,850000
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Volkswagen Polo Petrol,2011,60000,Petrol,Individual,Manual,Second Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5,270000
Hyundai EON Magna Plus,Hyundai,Hyundai EON Magna,2016,17000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,335000
Maruti Wagon R VXI Optional,Maruti,Maruti Wagon R,2018,5000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,459999
Maruti Vitara Brezza LDi Option,Maruti,Maruti Vitara Brezza,2017,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,710000
Maruti Swift Dzire LDI,Maruti,Maruti Swift Dzire,2015,140000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,330000
Jeep Compass 2.0 Limited,Jeep,Jeep Compass 2,2017,15000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,1515000
Tata Nexon 1.2 Revotron XZ Plus,Tata,Tata Nexon 1.2,2018,25000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,750000
Chevrolet Spark 1.0 LT,Chevrolet,Chevrolet Spark 1,2016,50000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5,160000
Chevrolet Beat Diesel LT Option,Chevrolet,Chevrolet Beat Diesel,2016,60000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,215000
Tata Nano Cx BSIII,Tata,Tata Nano Cx,2012,40000,Petrol,Individual,Manual,Second Owner,25.4 kmpl,624 CC,38 bhp,51Nm@ 4000+/-500rpm,4,60000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2014,72000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,480000
Tata Manza Aqua Quadrajet BS IV,Tata,Tata Manza Aqua,2012,195000,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,140000
Hyundai EON D Lite,Hyundai,Hyundai EON D,2012,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,200000
Nissan Micra Diesel XL Optional,Nissan,Nissan Micra Diesel,2013,83000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5,400000
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2012,100000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,180000
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2015,25000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,550000
Maruti Swift VDI Optional,Maruti,Maruti Swift VDI,2016,50000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,550000
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2012,67000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,550000
Maruti Zen Estilo VXI BSIV,Maruti,Maruti Zen Estilo,2011,30000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,270000
Renault Pulse RxL,Renault,Renault Pulse RxL,2013,85000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.12 bhp,160Nm@ 2000rpm,5,315000
Mahindra Thar CRDe,Mahindra,Mahindra Thar CRDe,2018,25000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,875000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Toyota Innova 2.5,2007,170000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,400000
Mahindra Scorpio EX,Mahindra,Mahindra Scorpio EX,2014,110000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8,540000
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2017,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,350000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyundai Verna 1.6,2011,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,360000
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2014,31000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,300000
Hyundai Grand i10 CRDi Sportz,Hyundai,Hyundai Grand i10,2014,100000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,350000
Mahindra NuvoSport N8,Mahindra,Mahindra NuvoSport N8,2016,130000,Diesel,Individual,Manual,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,650000
Maruti Wagon R LXI Optional,Maruti,Maruti Wagon R,2016,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,350000
Ford EcoSport 1.5 TDCi Trend Plus BSIV,Ford,Ford EcoSport 1.5,2017,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,700000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,102996,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,415000
Mahindra Marazzo M8,Mahindra,Mahindra Marazzo M8,2019,5000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7,1460000
Tata Nexon 1.5 Revotorq XZ Plus,Tata,Tata Nexon 1.5,2017,35000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,830000
Datsun GO T Option BSIV,Datsun,Datsun GO T,2018,5000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,430000
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,Ford,Ford EcoSport 1.5,2017,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,850000
Maruti Swift Dzire ZXI,Maruti,Maruti Swift Dzire,2017,70000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,650000
Hyundai Verna CRDi,Hyundai,Hyundai Verna CRDi,2008,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,120000
Mahindra TUV 300 T8,Mahindra,Mahindra TUV 300,2016,65100,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,730000
Maruti Ignis 1.2 AMT Delta BSIV,Maruti,Maruti Ignis 1.2,2019,20000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,525000
Hyundai i20 Active 1.4 SX,Hyundai,Hyundai i20 Active,2015,108000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5,600000
Maruti Swift LXI,Maruti,Maruti Swift LXI,2019,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,500000
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2009,77000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,150000
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2015,18500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,409999
Mahindra TUV 300 T8,Mahindra,Mahindra TUV 300,2016,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,625000
Renault KWID RXT,Renault,Renault KWID RXT,2015,15200,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,290000
Honda Mobilio V i VTEC,Honda,Honda Mobilio V,2015,35000,Petrol,Individual,Manual,First Owner,17.3 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7,500000
Hyundai Verna 1.6 SX,Hyundai,Hyundai Verna 1.6,2011,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,475000
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2013,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,190000
Mahindra XUV500 W6 2WD,Mahindra,Mahindra XUV500 W6,2014,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,750000
Nissan Terrano XV 110 PS,Nissan,Nissan Terrano XV,2014,120000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5,525000
Chevrolet Cruze LTZ,Chevrolet,Chevrolet Cruze LTZ,2012,82000,Diesel,Individual,Manual,Third Owner,17.3 kmpl,1998 CC,163.7 bhp,380Nm@ 2000rpm,5,495000
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Hyundai i20 Sportz,2015,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,550000
Mahindra XUV500 W8 4WD,Mahindra,Mahindra XUV500 W8,2012,129000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,595000
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,Fiat Grande Punto,2015,67000,Diesel,Individual,Manual,First Owner,21.2 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5,550000
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,Toyota,Toyota Fortuner 2.5,2015,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2494 CC,142 bhp,343Nm@ 1600-2800rpm,7,2000000
Tata Safari DICOR 2.2 EX 4x2,Tata,Tata Safari DICOR,2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7,400000
Fiat Avventura Power Up 1.3 Emotion,Fiat,Fiat Avventura Power,2015,96500,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5,500000
Maruti Wagon R LXI BSIII,Maruti,Maruti Wagon R,2017,52412,Petrol,Dealer,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,340000
Mahindra Scorpio SLE BS IV,Mahindra,Mahindra Scorpio SLE,2012,85472,Diesel,Dealer,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,480000
